
《16.将进酒》

01.IW-ST-1 客将至
"惊蛰": 年、夕、令。
"惊蛰": 三位也请挪步梁府。太傅想亲自见见你们。
"令": 好呀。
"令": 自上次见他已过了三十年有余，不知今日，他又变化多大。
"年": 唉，又来......
"夕": 啧。

"梁洵": ......唔。
"宁小姐": 你醒了。
"梁洵": ......一场白日梦。
"宁小姐": 你我知道，这是她们的手段。
"宁小姐": 那局棋......
"梁洵": 毕竟，我们侥幸未输。
"梁洵": ......只是众人合力，对面却只有一人纹枰，终究是不太光彩。
"宁小姐": 光彩......
"宁小姐": 与他斗，还谈什么光彩不光彩呢。

(震动)
"郑掌柜": ——夜儿！
"杜小姐": ......咳......你们都这样了还要打！？
"郑掌柜": 夜儿！你受伤比我们都重，别逞强！
"挑山人": 郑清钺！
"挑山人": 你为什么......在最后收了刀？你若没有收刀，就凭一个受了伤的小丫头，拦得住你？
"郑掌柜": 我......
"挑山人": 你又想逃？栽在我手里你就心安了是吗！？
"郑掌柜": ......
"挑山人": ......
"杜小姐": ......那你呢？
"挑山人": ......我也一样。
"挑山人": 夜儿，你长大了。
"挑山人": 长大了......
琴声毕。
令的身影凭空散去，如音绕梁。这不是什么美梦，“一个小礼”，他是如此说的。
她现在有了一个问题，一个想要得到答案的问题。



11.IW-ST-3 再弈



"令": 罗德岛之后有什么打算？
"克洛丝": 啊......欸......嗯？我有做过自我介绍吗？
"令": 你又是什么打算？
"老鲤": 我总算了了这桩事，当然是回去问那个高高挂起的梁大人......好好算算账。
"令": 嗯。
"令": 也许他说得对，你和我们的缘分，还不止于此。
"令": 只是......
"克洛丝": 惊蛰小姐是怎么......
"惊蛰": ......偶然从师兄弟口中得知灰齐山的事情，立刻赶到了尚蜀。
"惊蛰": 虽然来迟一步，但不算为时已晚。
"克洛丝": ......好吧。
"老鲤": 令小姐。
"令": 嗯？
"老鲤": 我有一个问题。
"老鲤": 你们这样的存在，是怎么分辨......呃，长幼的？
"令": ......长幼之分啊。
"令": 在一片混沌鸿蒙之中，谁最先找到那个答案，谁就能先立于人间。
"老鲤": 什么答案？
"令": 一个简单到不行的问题......
"令": ......“我是谁”。

"宁小姐": ......太合先生，左乐先生。幸会。
"左乐": 宁小姐，幸会。
"太合": 见过宁侍郎。
"梁洵": ......
"宁小姐": 尚蜀之行，未能礼待，失了礼数。
"左乐": 不请自来，多有打扰，冒犯在先。
"宁小姐": 左公子是承父命而来，代表司岁台处理酒盏与灰齐山两案，雷厉风行。
"左乐": 宁小姐慧眼如炬。
"左乐": 而梁先生举动，旨在破局，更是令人钦佩。
"宁小姐": ......若非司岁台激进，梁大人想必不至于如此举动。
"梁洵": 梁某人问心无愧，想必肃政院得知此事后，自有公道。
"太合": 我已草拟奏呈，大可开诚布公，绝无偏颇。
"梁洵": ......如太合先生所说，“取忠舍义”。
"太合": 不错。
"宁小姐": 可司岁台此次越俎代庖，无论太傅如何定夺，我都会如实禀告尚书大人。
"左乐": 本就该如此。
"？？？": 不必了。

"太傅": 左乐。
"左乐": 在......在！
"太傅": 依你推演，若三人岁相流窜人间，为害尚蜀，以当时局势，你需要多久镇压局面？
"太傅": 又若是岁兽苏醒，大炎备以一城迎战，代价如何？
"左乐": ......前者需三日工夫，后者恐两败俱伤，巨兽死，而军队十不存三。
"太傅": 梁洵。
"梁洵": 在。
"太傅": 若是今日判你身死，以保礼部与司岁台平安，你如何做？
"梁洵": 理当服法。
"太傅": 那如果你今日作为，阴差阳错，导致尚蜀城市受损，百姓蒙受损害，你如何做？
"梁洵": 苟求生路，亡兽补牢。

"太傅": 棋局至此，五五之间。
"太傅": 梁洵挑选的那个龙门人，本是一记出奇无理手，却被他抓住了什么蛛丝马迹，棋差一筹。
"太傅": 事已至此，又有多少事在他算计之中？又有多少他没算到的事情，终归还是有利于他？
"宁小姐": ......太傅果然知晓此事。
"太傅": 梁洵，替你知府职位之人，一月内抵达尚蜀。做好交接，随我离开。
"宁小姐": ......！
"梁洵": 梁某人......不知太傅用意。
"太傅": 随我入京。
"宁小姐": ......
"梁洵": ......谢过太傅。
"梁洵": 可梁某人还是......
"宁小姐": ——宁辞秋祝贺梁大人高升。
"梁洵": ......我......
"太傅": ......宁侍郎。
"太傅": 玉门已从既定航线归国。昨日与龙门接触，准备补给。
"左乐": ——！
"宁小姐": 玉门城......是躲避天灾？还是......
"太傅": 另有用途。
"太傅": 你先一步前往玉门。我与梁洵在京城事了，自会前往。
"宁小姐": ......！明白。
"太傅": 太合。
"太合": 诸事顺遂。
"太傅": 好。
"左乐": ......太合叔，原来早就......
"太合": “取忠舍义”，公子莫怪。
"太傅": 司岁台此次失误，先不予追究。眼下，确定那一百八十一枚黑子落向何处，才是关键。
"左乐": ......明白。
"宁小姐": 太傅何日离开尚蜀？
"太傅": 明晚。
"宁小姐": ......这么着急，不需要等待信使队伍护送......
"太傅": 不必。
"宁小姐": 白天师有意为太傅送行。
"太傅": 还是不必。
"左乐": 尚蜀山道多险，太傅孑然一身，恐有危险......
"太傅": 怎么，难道尚蜀境内，还敢有贼人作犯？
"左乐": ......不。只是，您年事已高，独自出门在外，还是要小心一些......
"太傅": 大炎疆土之内普天之下，我只怕百姓不得安生国业不够昌盛。
"太傅": 我还怕什么？
"太傅": 还有什么值得我怕？

"老鲤": 事已了。
"梁洵": 有惊无险。
"老鲤": 惊的人不是你。
"梁洵": 险的是所有人。
"老鲤": 你托我从龙门运盏回尚蜀，一开始就是接了司岁台的密令。
"老鲤": 可碍于身份，更碍于你身边的某个人，你不得不扣我一顶贼人的帽子，再让镖局来演一出戏。
"老鲤": ——可你没和我串通这出戏，就说明，你根本没想演好这出戏。
"梁洵": 你知道我从来是不喜欢演戏的。
"老鲤": 那就是你自己有这个想法了？
"梁洵": 是。
"老鲤": 可司岁台秉烛人就在尚蜀，他们一定不会轻言放弃。
"老鲤": 你压根就不想让这件事发生在尚蜀，更不想让司岁台一时僭越的行为，扯破了他们与礼部的脸皮。
"梁洵": 是的。
"老鲤": 可这样，你等于把自己也置于不义之地。
"老鲤": 于是有个人，可能是个爱管闲事的人，可能是个心疼你的人，他派了一个赏金猎人来，来抢盏。
"老鲤": 盏不在你手上，就让你不必难做。
"老鲤": 你知道那个人是谁。
"梁洵": 我也许知道的。
"老鲤": 可谁都没料到，横空杀出来个尚冢。
"老鲤": 最后事与愿违，所有人都被卷进了这座取江峰，这片忘水坪，你干得实在是不聪明，实在是不聪明......
"老鲤": 可对你来说，对你梁洵来说，又似乎太聪明了点。
"梁洵": ......所以我委托的是你。
"梁洵": 一个既能察觉到我在想什么，又绝对不会背叛朋友的人。
"老鲤": 我该谢谢你还把我当朋友？
"老鲤": 所以我帮忙帮到底，其实最后找的不是那酒盏主人是谁的答案。
"梁洵": 你找的是什么？
"老鲤": 我找的是你。
"老鲤": 你还是不是当初那个立下宏愿的你。
"梁洵": ......我是吗？
"老鲤": 你变聪明了，梁洵。
"老鲤": 不过还好。你还是。
"梁洵": ......
"老鲤": ......
"梁洵": ......槐天裴的下落，我有些眉目。
"老鲤": 你一早就有眉目的，只是不想让我分心。
"梁洵": 你怪我不告诉你？
"老鲤": 我是怕你还需要帮忙。
"梁洵": 最近大炎江湖上有一些传言。
"老鲤": 武林传言。
"梁洵": 既是武林，那一定是少不了他的。

"太傅": ......
"太傅": 嗯，尚蜀是个好地方。
"令": 今年梅花开得迟，我还当是为什么，原来是太傅私访尚蜀，稀客稀客。
"太傅": 你何时算主了？
"令": 真要细究起来，我还真能算这些山头的半个主人。
"太傅": ......大考之处，不在人。在你们。
"太傅": 当那一天到来的时候，你们站在哪一方，看着哪一面，心向哪一处，都会直接决定战争的损失。
"令": 大炎很难败的。
"太傅": ......你确实可以替大炎军旅说这句话。
"太傅": 你与那位宗师各自戍北百年，功不可没。若非如此，朝廷也不会这么念旧情。
"太傅": 司岁台之举虽有越俎代庖之嫌，可无论如何，是深得人心的。
"令": ......峥嵘岁月，流连忘返。
"令": 时至今日，偶尔醉到情深处，仍听得见得，吹角连营。
"太傅": ......年。
"年": 唔。
"太傅": 朝廷想和你做个买卖。
"年": 真难得，我还以为要被下死命令了呢。
"太傅": 千年以来，天机阁都不曾停歇过一刻。无数军士天师战死塞北，可道高一尺魔高一丈，邪祟诡魔，杀之不绝，始终不能一劳永逸。
"太傅": 最精锐的士卒，最伟大的将领，最睿智的天师，都奔赴塞北，年复一年。
"太傅": ......朝廷要你在天机阁外，设十二楼五城。机关三千座，兵俑百万台。
"太傅": 这件事不需要你立刻去做。也不光你一个人做，大炎已经开始布置，绘制图纸一事，也交由各大天师府解决。
"太傅": 我希望你出手相助，至少能从那座阁楼里换回一个人来。
"年": ......谁？
"太傅": 一个绝不会倒下，但也万万不能倒下的人。
"年": ......不是吧。我可是从惊蛰那里听说过一些传闻，她的祖师爷是个超级麻烦的人......虽然她也没见过就是了。
"夕": 哼......依赖源石而扭曲的长生特例，这些人类实在是不讨喜......
"年": 不是因为她找过你麻烦？
"夕": 啧。
"令": 啊......我记得她。
"令": 她还好吗？
"太傅": ......还好。
"太傅": 她戍北至今已有三百七十余年。若是她得以脱身回国，朝廷倒也乐意从此放她清闲，让她安享晚年......
"太傅": 可老前辈总说自己闲不得。
"年": 听上去是个大工程，那我能得到什么？
"太傅": 你想做的事情，朝廷帮你。
"太傅": 杀红眼的野兽，是不能一直拴在笼子里的。
"年": 哈，听上去都是对你们好的事情嘛，咱们大炎人就是会谈买卖......
"太傅": 言已至此，你自己考量。
"令": 我也有一事委托太傅。
"太傅": ......请说。
"令": 如今他是否......
"太傅": 他的行为超过了所有巨兽学士的预计，以自己血肉之身化为一百八十一枚黑子......落于人间......哼。
"太傅": 他这是要以天地设局。
"令": 为什么？
"太傅": 收官之日，他一定会再度现出真身，那会你亲自问他就是。
"令": 这一局，务必要赢。
"太傅": ......输不得。
"令": ......你们都听到啦？
"夕": 纵横十九道，他会输给这个太傅？
"令": 当然输不了。
"夕": 那太傅如何赢的他？
"令": 太傅没和他对弈。
"夕": 为什么？
"令": 黑白千万纵横十九，固然深有其意，可太傅说，他在棋盘上，看不见人。
"夕": 人？
"令": 所以太傅陪他下了另一局棋。以大炎疆土为盘，以天下苍生为子。
"夕": ......谁赢了？
"令": 那一次是太傅赢了。所以他甘愿被大炎束缚囚禁，他每输一盘，便自囚一甲子。
"年": 嘿，那大炎若是一直有奇才赢他，他岂不是终生走不出京城半步？
"令": 谁又知道呢，他其实是一个很不会下棋的人。
