
《32.怀黍离》

01.HS-ST-1 禾下梦
"年": 几百年没有搞过三人以上的家庭派对了，要做的第一件事居然是回到打打杀杀的时候。
"年": 这算什么，忆苦饭？
"绩": 能和和气气谈判解决的事，我也希望可以不用动手。
"绩": 对妹妹，我怎么下得了手呢？
"年": 先别说大话，二对一，你赢面没那么大。
"绩": 那就只能试试看了。
"绩": 这一次，就算当年大狩猎的那支军队站在这里，也拦不住我。


  <行动后>


谁料到会有这样的一场雪？
田垄上厚厚地覆盖着一层令人绝望的白，星星点点的黄色，是月前刚刚种下的麦子艰难地探出的头。
一旬后还能活下几株？叫人不敢想。
一只鼷兽东奔西走，跌跌撞撞来到这片寂静的麦田。
眼前稀稀拉拉的庄稼对它来说算是意外之喜，它小心地嗅闻着，盘算着多少够填饱一半自己的肚子，还有多少够带回洞穴里喂养同族。
(震动)
直到一柄粗铁锄头落在它的脊柱上。
又少了三株麦子。
气愤的农夫抓住了那只糟蹋庄稼的畜生，恨不得将其扒皮啖肉，可瘦得只剩骨头的尸体拎在手里也没有几两重。
农夫悠长地叹了口气，把鼷兽的尸体埋进了地里。
"？？？": 多可怜。
"黍": 风雨无常，总有这样的时候。
"？？？": 如果这些麦子死于这场雪，来年有多少人会死于荒灾？
"黍": 很多。
"黍": 但也会有很多人帮助他们，会有很多人幸存下来。
"黍": 生命本身不会断绝。

(震动)
天穹如幕。
飘渺的绸缎似有千钧之重，牢牢地隔开了二人的攻击，向二人压去。
(震动)
"绩": 年，收手吧。
"绩": 帮你造好这个心脏也算费了不少力气，再打下去，把它拆了，前功尽弃多不划算？
"年": 你也不见得有功夫说闲话吧，刚才那个炮仗明明差一点就炸到你了。
"夕": 怎么不见你在我的画里到处搞破坏的力气呢？你就不能铸把大号剪刀把他的那几匹布剪碎？
"年": 你倒是出点力气啊！你的画都要被他变成刺绣了！
"夕": 你还说我——？
"年": 有点难啊，刚造好一个大号的炮仗就被他拆成线了，原来他一直能做到这种事的么？
"年": 我还以为这些年他不会有心思用在钻研能力上呢。
"夕": 可是为什么，他好像对我们的能力都这么熟悉......
"夕": 慢着，他那边，真的只有一个人吗？
"绩": 时间差不多了......
"绩": 难得的聚会，本来确实想再多聊聊，可时间实在是有点紧张，还是容我先告辞了。
"绩": 实在不想动这个手的，下次有机会再见的话，再给你们赔礼道歉吧。
"绩": 如果还有机会的话......
(震动)

"黍": 对妹妹也下得去手，太不像话了吧。
"年": 黍姐？
"年": 虽然猜到你不至于就这样消失......你真的没事？
"夕": 你最好不是在故意吓唬我们......
"黍": 就当久违地做了一个长点的梦吧。抱歉，让你们担心啦。
"黍": 还是要来看看我这个弟弟，难得回来一次就闹这么一场，是真的不把这里当家了？
"绩": ......姐姐。
"黍": 你每次做错了事，脸上都会是这个表情。
"黍": 有多久了？
"绩": ......整六十七年。
"黍": 那今天必须要留下来吃顿饭了，有什么话都可以饭桌上慢慢聊。
"绩": 对不起姐姐。这一次，我不能听话了。
"黍": 是听了另一位的话吧......
"黍": 一直躲起来的那位，还打算躲到什么时候？
"黍": 有什么话，直接对我来说不好吗？
(云雾)

一人自远处缓缓走来，走过了亘古的时间。又仿佛他从一开始就在这里。
时间与空间随着他的足音静止。
"黍": 你总算愿意现身了。
"望": 这么多人......真是热闹。
"望": 你们，还有心思在这里胡闹？
"夕": ——！
"夕": 他不是，已经疯了？
"年": 这家庭派对的气氛，和我想象的实在不太一样啊......
"年": 电影里面，看到通缉令上的家属突然出现在家里应该怎么办来着？
"夕": 这到底是他自己，还是只是一个影子？
"年": 臭棋篓子现在再做什么事我都不会奇怪了，要是再在这里搞出一只岁相可真不是闹着玩的......
"年": 怎么办，黍姐，真的要动手吗？
"黍": ......
"黍": 尚蜀，玉门，还有这里......你不觉得自己做得太过火了？
"望": 舍小取大，各取所需，如此而已。
"黍": 看看外面受灾的田地，受苦的百姓......我可没办法听过这句话就算了。
"望": 细算下来，这笔账归咎于谁还要两说。
"黍": 那你就留下来，给我好好算清楚。
"望": 这笔账，从千年前就开始算了。

(灰幕)
"黍": 你很久没有来这里了。
"望": 我有我的事要做......北边有战事，行军布阵，总要身在一线的。
"黍": “白骨露于野，千里无羽鸣。”
"黍": 连年征战，到头来，还是苦了这些田垄间的百姓。
"望": 你很在意他们。
"黍": 你口中羸弱的族群，却是我们真正意义上的师长。我们是模仿他们的样子，找到了自己感兴趣的那件事，才找到了自己在世间的位置。
"望": 我们与他们，到底不一样。
"黍": 又有多少不同呢？
"黍": 巨兽万年寿命，蜉蝣朝生暮死，究其根本都是生在这方天地间的生命。是生命，都终有竟时。
"黍": 战争杀伐，你为什么偏偏挑中了这样的差事？你到底从中看到了什么？
"望": 规则与秩序。
"望": 我最近学会了一种游戏，“围棋”。规则简单，原理竟与兵法相通。
"望": 这更让我明白了一个道理，纷纷世事，看似混沌无序，但只要掌握了那个规则，就能计算出最终的结局。
"望": 我们都很关注的那个结局。
"黍": ......
"望": 这片死寂......这就是你看到的结局。
"黍": 不止是我们，也是这片大地上所有生灵。
"望": 多么讽刺，灭亡为“果”，难道“生命”本身才是“因”？
"望": 你一直在这里守望着，从来不会觉得厌倦？
"黍": 这世间万物可爱，在它此时此刻的模样。
"黍": 万物有时，人、兽、山水草木皆如是。这是人们说的“道”。
"黍": 春草年年绿，我们来过，存在过，还不够吗？
"望": 所以你就接受了这样的结局。
"黍": 你并不这么觉得。
"望": 我只是在想......
"望": 我们何曾，真正作为自己活过？
"黍": 你该不会......
"望": 我想了很久......算了很久......
"望": 我终于......看到了另一个结局。
不远处，积雪下，一株翠绿的禾苗探出头来。
"望": 你能看到的，黍。
瘦削的男人伸出手来，指尖上还留着粗粝的棋茧。
"望": 能不能替我看看，我的命数。
"黍": “孤宿无两；劫数茫茫，九死一生。”
"望": 我很期待......我会等着的。

"望": ......你可曾再见过她？
"黍": 你明知道那是不可能的事。
"黍": 我时常会想起她。
"黍": 她说“有教无类”，想让天底下每个人都能读书识字......那些学府、书本，都是她留下的痕迹。
"望": 你们在这方面倒是很像。
"望": 可是最近这几年，我已经忘了许多事......关于她的事。
"望": 忘了她写下过哪些书卷，还有这一字真名的意思......
"望": 我分明记得，她曾与我对弈一局，她想要在局中告诉我什么，如今却无论如何想不起来了。
"黍": ......
"黍": 我本以为......
"望": 是......即使同为“我”们，也逃不过这样的影响。
"黍": 你在后悔。
"望": 我想找一个解法......

"黍": 一百八十一份，所有人都以为......你已经疯了。
"望": 或许吧......
"黍": 你想要怎么做？
"望": 我要回到那副躯壳中去，我需要祂的力量。
"望": 杀死祂，成为祂。
"望": 用祂的力量，为这普天之下万千生灵谋一份“大利”。
"黍": 你会没命的。
"望": 但你们会活下来。真正作为自己......
"望": 黍，我想借你的一点力量。
"望": 我们十二人，多一个人的力量，多一分胜算。
(灰幕结束)

广袤的农田阡陌交通，来人在棋盘上落下一子。
黍伸开手掌，一把种子落在棋盘上。
"望": 这就是你的回答。
"黍": 这是你的因果。
"黍": 如果你没有行差踏错，确实在走向那个终点，这把种子会在合适的时候发芽，结出你想要的果。
"望": 你也会给我出题了。
"黍": 总不能一直让你刁难我们。
"望": 呵......
"望": 我的事情已经谈完了，还有什么事，你自己说吧。
"绩": ......
"黍": 真是长大了，翅膀硬了？
"绩": 我都一千岁了......姐姐。
"黍": 我拦不住你。
"绩": 上次走的时候还大吵了一架，这一次能不能给我留样东西，当个念想？
"黍": 整座大荒城都被你织到了那幅锦绣里，你还想要带走什么？
"黍": 你要是还有什么不舍的，最好活着回来。
"绩": 说的也是......
"绩": 夕，能不能最后再问你要一样东西？
"夕": 你想要什么？
"绩": 那幅画，可以提前给我吗？
"夕": 你怎么知——
"夕": ......
(震动)
"绩": 我会好好保管的。
"绩": 这账本，今天就算做平了。
"？？？": 谁允许你走了？
(震动)
"望": 是你......
(震动)
"“老天师”": 岁老二！*炎国粗口*，我就知道是你个臭崽子！
"“老天师”": 一天到晚不安生，不躲在破庙里下你那破棋，撒泼耍浑闹到我的地盘上来了？
"“老天师”": 你们几个人在这闹上一场，糟蹋了多少庄稼！你看我今天不揍你！
"绩": 当心！
(震动)
绸缎在炽白的火焰前一触即燃，在转瞬间灰飞烟灭。
"望": ......
"“老天师”": 逆向分解源石技艺？你什么时候学会的......不对......这是“因果”？
"“老天师”": 呵......你还剩多少颗子，还能挡我几次火？
"望": 天师......现在恐怕也不是动手的时候吧。
"望": 天机阁如今损失惨重，你要是再有三长两短，大炎北边的防线可就岌岌可危了。
"望": 在炎国北境虎视眈眈的，可不止那些邪魔秽物吧。
"“老天师”": 少吓唬人！我今天非要教训你！
"望": 那和你一道那几位长生者，你也不在乎了？
"“老天师”": 你......
"望": 呵......你为了心智不受邪魔侵染才装作这一副疯疯癫癫的样子，倒没忘了自己真正该做的事。
