
《21.理想城：长夏狂欢季》

01.IC-ST-1 旅行前夕
"阿芙朵嘉": 那么，现在开始表决。
"阿芙朵嘉": 同意第一套方案的人，请举手。
广场上，稀稀拉拉地举起了不少手。
他们表情很镇定，仿佛明知举手的人不会多，他们也依然这样选择。
而阿芙朵嘉知道，会这么选择的杜林人，总是愿意成为被牺牲的那一部分。
"阿芙朵嘉": 请记录员记录下同意第一套方案的人数。
"阿芙朵嘉": ......好了，请放下。
"阿芙朵嘉": 同意第二套方案的人，请举手。
这一次，举手的人多了许多，其中不少还握着酒瓶。
他们大多体格魁梧，显然，他们对于挖掘十分有自信。
"阿芙朵嘉": 请记录员记录下同意第二套方案的人数。
"阿芙朵嘉": ......好了，请放下。
"阿芙朵嘉": 同意第三套方案的人，请举手。
......
广场上一片寂静。
没有人举手。
阿芙朵嘉知道，这也是理所当然的事，前往地面，如此重大的决定，不是她一个人一段演讲就能轻易说动的。
但看着底下窃窃私语的杜林人，她知道，她的故事并非没有起效。
杜林们并非恐惧，他们只是需要一个契机。
现在，还需要再推一把。
她在心中暗自感到罪恶。
过去的她，一定会是最反对前往地面的人。
现在的她，却要为了这件事做其他杜林的工作。
但罪恶感马上消失殆尽，因为她知道，自己正在做自己认为正确的事情。
"阿芙朵嘉": 关于前往地面，我还有一些补充说明要做。
"阿芙朵嘉": 阿卡胡拉是一片湿润的雨林，那里四季的气温都不低。
"阿芙朵嘉": 即使没有温控系统，我们也应该能适应那里的生活。
"阿芙朵嘉": 而且，阿卡胡拉拥有丰富的湖泊资源，以及一座天然的瀑布，也就是说那里是一个天然的“大水坑”。
"阿芙朵嘉": 以及，阿卡胡拉也有丰富的矿物资源和土地，如果我们想的话，完全可以在那里重建一座城市。
"阿芙朵嘉": 当然，还有我们际崖城最骄傲的，能让大家重新焕发笑容的新地标！
"阿芙朵嘉": 不过，这一点需要和阿卡胡拉的领导者讨论之后才能够决定。
"阿芙朵嘉": ......
"嘉维尔": 依娜姆应该会同意的。
"阿芙朵嘉": 嘉维尔？！
"嘉维尔": 嘿，阿芙朵嘉，我给你把人带来了。
"阿芙朵嘉": 啊？什么人？
"嘉维尔": 斯第奇啊，我看你们讨论得差不多了，接下来到讨论修穹顶的事情了吧？
"嘉维尔": 我来的时机应该刚好？
"阿芙朵嘉": 你来的完全不是时候！
"嘉维尔": 哦，行吧。反正呢，虽然我不是阿卡胡拉的领袖，但我还是代替她说一声，阿卡胡拉欢迎杜林的各位！
"阿芙朵嘉": 你赶紧给我下来！
"嘉维尔": 让我再说两句啊！
"阿芙朵嘉": 不可能！
"心动的杜林人": 嘉维尔和那些地上人，确实都是些很有意思的家伙啊。
"理性的杜林人": 确实，而且，她们不仅善良，同时也很强大，和她们交朋友是个不错的选择。
"欢快的杜林人": 我也觉得！而且阿卡胡拉居然还有个更大的“大水坑”，难道还有比这更有意思的吗？
"理性的杜林人": 但是冷静下来想想，这可能会影响杜林整个族群的未来。
"心动的杜林人": 但我在这个未来中没有看到什么无法接受的后果。
"欢快的杜林人": 没错，我也觉得，虽然阿芙朵嘉故事中的地面和我们听说的一样，有许多不好的事情在发生——
"理性的杜林人": 但如果那些事情最后依然塑造了阿芙朵嘉这样一个善良的人，我不认为我们有什么惧怕的必要。
"欢快的杜林人": 何况，传言中地面上还有仍在连载中的《奇谈怪论》哦！

"阿芙朵嘉": 嘉维尔，你知不知道我为了这一刻花了多少功夫！
"阿芙朵嘉": 要是因为你出来打岔，最后大家决定不去地面了怎么办？！
"嘉维尔": 嗯......但是我刚才扫了一眼，我在杜林人的脸上看到的是向往和期待，他们会同意的。
"嘉维尔": 你已经说服他们了。
"阿芙朵嘉": 你这个人，真不知道你到底为什么总是这么乐观......
"耶奇·地心": 说起来，嘉维尔，斯第奇怎么样了？
"嘉维尔": 他说，他愿意试试。
"嘉维尔": 嗯？他人呢？
"耶奇·地心": 我就是看到他还留在广场，所以问一问你。
"耶奇·地心": 现在看起来，他确实想要试一试。
"耶奇·地心": 那我也去帮他一把吧。

广场上人山人海，大家都在议论着有关前往地面的事。
这似乎与他无关，他应该跟着嘉维尔一起进入房间，因为他过去就十分不适应这种场合。
但他没有动。
他知道，自己不是在害怕。
他知道，自己的心中有一股冲动，他想要说些什么。
只是，他不知道如何开口。
"耶奇·地心": 对了，忘了和各位说一个遗憾的消息。
"耶奇·地心": 我们的代理设计代表，卡奇·叙光，在得知了际崖城即将毁灭的消息后，决定辞去现在的职务，与我们暂时分道扬镳。
"耶奇·地心": 他决定要前去寻找如今不知去向的前设计代表，芬奇·画布大师。
"耶奇·地心": 对于他的决定，我表示理解并尊重。
"耶奇·地心": 并且，他在离开前就已经指名，由芬奇大师的弟子，斯第奇·画布来接任他的工作。
"耶奇·地心": 而我也深知，斯第奇·画布是一名才华横溢的建筑设计师，所以同意了他的请求。
"耶奇·地心": 正好，现在就由他来向大家说几句吧。
"耶奇·地心": 斯第奇，你来讲两句。
"斯第奇·画布": ......
"斯第奇·画布": 我......我知道各位可能并不了解我，只知道我的老师，是大名鼎鼎的芬奇·画布。
"斯第奇·画布": 我、我和老师的风格并不相同，老师的风格更讲究对物欲的对抗，而我的风格则更倾向于——
"斯第奇·画布": 抱歉，我想说的不是这个。
"斯第奇·画布": 我想说的是，前往地面的方案我刚才听到了。
"斯第奇·画布": 我知道，这对于大家来说不是一个容易做出的决定。
"斯第奇·画布": 但我也认为，这是最安全的方案。
"斯第奇·画布": 如果选择这个方案的话，我们还有时间对城市的遗容进行修缮。
"斯第奇·画布": 我能做的事情不多，但是，我愿意在最后的时间里尽可能设计出一个穹顶的修缮方案。
"斯第奇·画布": 而且，如果可能的话，我还想通过这个方案把穹顶变得更加坚固。
"斯第奇·画布": 虽然抵御活性化了的源石矿脉爆发是不可能的，但是，应该能为我们争取更多的时间。
"斯第奇·画布": 所以，各位，让我们一起去地表吧，老师......一定也会这么想的。
台下寂静无声。
"斯第奇·画布": （低声）耶奇大师，我是不是说错话了？
"耶奇·地心": 不，你说得非常好，好小子，我就知道你能行的。
"耶奇·地心": 那么，关于第三套方案的选择，重新表决吧，各位。

像是被斯第奇的话统一了意见一般，下一刻，一只，两只，三只......无数只手举了起来。
他们喊着各种各样的话语，斯第奇听不太清。
但他隐隐约约听到了一些夸赞他的声音。
他看到，远处的高台上，卡奇在对他微微挥手，似是在对他祝贺。
他感到身上仿佛有电流窜过。
他第一次体会到，被人认同，是一件这么让人心潮澎湃的事。



11.IC-ST-2 失乐园



数日后
今天，斯第奇也在广场上努力着。
打扮城市的遗容与前往地面一样，都是需要全城居民来监督的行动。
而穹顶作为一座城市的脸面，自然是重中之重。
因此，就变成了需要在广场上当着所有人的面进行设计工作。
耶奇大师美其名曰：节省时间。
"斯第奇·画布": 可恶的臭老头，一定只是单纯觉得这样比较有趣。
斯第奇看着耶奇在下面洋洋得意的样子，气得牙痒痒。
不过，就连他自己都没有想到，他其实适应得并不慢。
当他不得不面对路过的人的问询，当他即使不想听也听到了其他人的意见，当他甚至因为坚持自己的意见而和人大吵一架时——
这一切并没有如想象中那样给他带来压力。
正如对现在在下方坏笑的耶奇老头那样，他虽然恨得牙痒痒，但他知道了别人是怎么想的。
就像别人也知道了他是怎么想的一样。
"耶奇·地心": 这小子，结果这几天没少跟人吵架。
"耶奇·地心": 别人提一点意见都要和人争个半天。
"耶奇·地心": 不过，给出的东西倒确实让人没话说。
"耶奇·地心": 啧啧，芬奇啊，虽然不知道你这老小子现在在干什么，不过你应该可以放心了。
"耶奇·地心": 哦，对了对了。
"耶奇·地心": 斯第奇！
"斯第奇·画布": 干什么，我忙着呢！
"耶奇·地心": 斯第奇，在先前检查穹顶的时候，有人在穹顶的尖端发现了一封信。
"斯第奇·画布": 信？
"卡奇·叙光": 对，而且，是给你的信。
"斯第奇·画布": 难道说......？！
//////  我是芬奇·画布，际崖城最伟大的建筑设计师。  //////
//////  这封信被我放在了穹顶之尖。  //////
//////  打开它的应该是下一任负责改造这个穹顶的人。  //////
//////  我希望那会是我最亲爱的徒弟。  //////
//////  这是我留给他的信。  //////
//////  但如果那个人不是他，那么，请你不要交给他。  //////
//////  因为这说明他失败了。  //////

"黛柯绮·银币": 卡奇，对不起。
"卡奇·叙光": 嗯？
"黛柯绮·银币": 如果我也像你一样......
"卡奇·叙光": 每个人的性格都不一样，你的想法我也能够理解。
"卡奇·叙光": 只能说，我如果早一点察觉到的话，事情可能会不太一样吧。
"黛柯绮·银币": 你现在留下来也没关系的。
"卡奇·叙光": 没事的。
"极境": 唉，总觉得对你做了不好的事情啊，卡奇老弟。
"卡奇·叙光": 不会啊，极境哥，我很感谢你当时给我的建议。
"卡奇·叙光": 虽然一开始确实是为了刺激斯第奇做出的决定，但是，我也是真心想要找到芬奇大师的踪迹的。
"卡奇·叙光": 别的不说，告诉他斯第奇现在的状况，他老人家一定也会开心吧。
"极境": 你啊，真是让人不知道说什么好。
"极境": 说起来，那位芬奇大师既然还是很关心弟子的，我猜测，他也有可能前往地上寻找解决矿石病的方法。
"极境": 我回去之后，也会想办法找一找他的踪迹。
"极境": 哈，有一天他找到了我们罗德岛也说不定呢。
"卡奇·叙光": 啊，那太好了！
"极境": 你知道我说这些的意思，对吧？
"卡奇·叙光": 嗯，我们还会再见面的。
"卡奇·叙光": 我还想着重建际崖城的时候能够出一份力呢。
"卡奇·叙光": 到时候，我一定要和斯第奇一起做一些了不起的设计。
"极境": 比如一座我的雕像？
"卡奇·叙光": 这——恐怕还是不行。
"极境": 可惜！
//////  首先，老师要为自己的离开道歉。  //////
//////  但如果我不这么做，以你的性格，你将永远无法独立。  //////
//////  好吧，主要是我如果留在你身边，也没法真的把你放着不管。  //////
//////  你很有天赋，斯第奇·画布。  //////
//////  矿石病让你的生命变得短暂，但是同时，它也让你对生命的思考变得更加深刻。  //////
//////  这让你的风格有了进一步的蜕变。  //////
//////  这些，我都看在眼里。  //////

"兴奋的阿达克利斯人": 都给我打起精神来，今天我们的任务是要把这一片的洞穴结构全给它打通！
"尤塔": 听到了吗，尤吉！
"尤吉": 是，哥哥！
"依娜姆": 呼啊，尤塔，你也不用这么早就起来开工吧。
